country,Holiday_Index_PCA,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Malawi,0.6812416255164075,-1.2160954213953852,1.58688096658001,0.3107874920066176,0.399433080768262,-0.1796215596628881,1.1423150592595472,-0.4301371694705585
Malaysia,0.36407100608817045,-2.068520775805705,-1.0753016764965675,0.0342455785973907,1.8952249523070084,0.5438707604630738,-0.1723537681435894,0.928516960455846
Maldives,0.7226408503776236,-0.2800690254237914,1.4394173823694991,0.7764572820031425,-0.2124833257522843,0.038816196421429,-0.4311632337228042,-0.1556675839725485
Mali,0.8377118166638876,1.608689396256373,-0.3646491858111822,1.7157576654136175,0.1264249448581682,0.1101331859297269,1.977266501234375,2.1934581611461117
Malta,0.9068665976108813,1.7780502873930597,0.7357674015676376,0.680419129628815,-0.8380897638156272,0.1064720327369051,-0.1866330969253395,0.0386816504473696
Marshall Islands,0.8917827286882355,1.8805959192768849,0.7049549392277618,0.528366208766875,-0.5652270787575993,0.5906942741854797,-1.4340069614396822,1.1200035749112762
Mauritania,0.695622480104832,-0.2795113497970521,1.1737888829361551,0.0167290654918688,-0.1733318909703538,1.4184111869607583,-0.7010344303129489,-0.0704695151091014
Mauritius,0.7280451305058188,-0.6060775162003619,1.8456193124430835,0.5746605215910661,-0.0980911921640281,0.6865665049727174,0.5411755187919237,-0.2056863339933011
Mexico,0.5687502501142195,-0.6038543664233653,-1.9956548932880096,-1.4237787002385789,0.2711886554662693,-0.4098910452273532,-0.4800431132602343,0.1992877659788965
Monaco,0.9452776683993382,6.392361992915305,-1.2939423158447874,4.129536990610564,2.983249230020602,-3.0035354866157986,-1.2711489149550452,-1.684948386018528
Mongolia,0.4890335535487532,-0.6956273458977689,-2.091905842600393,-2.0707595815561803,0.8914652319130565,1.3682147984913793,0.0110066826888076,-1.423196414503465
Montenegro,0.7921807392116649,0.1030647839491487,-0.1324102001591209,-1.2409402085388082,0.1393993099428929,-0.9188626670442231,0.5118029689440994,0.1979367110668075
Morocco,0.7052235146074252,-0.5589567584417846,0.1501767002465601,-1.0291894944287452,-0.3765041028000745,-0.032419072255052,-0.4968419740929267,0.1050799788951305
Mozambique,0.27525464911793696,-2.114722586847204,-0.4186670079291141,3.386798436215785,0.1002631909267298,0.3301564463402582,0.6845354189734479,-2.075429386998932
Myanmar,0.7198757281906243,0.7284287699332669,-1.423326882518569,1.0837988585056628,0.3109462462864675,1.556071150161457,2.292009051084111,4.267236050087526
Namibia,0.7257802418897414,-0.599711341199471,1.8670738371003104,0.7042239157799195,0.031342388944701,0.4214395246524262,0.7905635774666477,-0.5393971496176861
Nepal,0.5098328049134112,-1.528052069607076,-0.8679172762866383,-0.9290808940351404,0.6112439081779036,0.1082295328941555,-0.3662574144115326,0.2447233573225189
Netherlands,0.9752501549355573,3.0505216369298616,-0.7099316045385711,0.1150129216301193,-0.6903105978148213,0.4523509509172562,0.8121971348539663,0.3476283885874649
New Zealand,0.7525378329923884,2.0218894280309025,-0.807224113094635,0.5679538503507032,-0.5969329366267005,2.177777588327828,-0.6867395398953314,-0.1529911177435742
Nicaragua,0.6871419715127163,-0.5467890623383238,0.120289833746624,-1.2327214710128835,0.5869895549746815,-0.1972630156075467,-0.541879988061751,0.2777429263835037
Niger,0.555572916926999,-1.169064942566727,1.7184599119234305,1.1937969583262875,1.1978121783808835,1.5092967967371234,-0.2629131588085638,0.0168463119434823
Nigeria,0.40073147258800346,-2.652334259087989,-1.164334041098037,1.3593806838281577,-1.1261482203286095,-2.143699255882769,-0.3047776562176575,0.0789619239817303
North Korea,0.7802490856468667,0.5723841239765455,-0.724601499480421,-2.1105482364062857,-0.0531728179292553,0.0018697783322306,-0.5355833359385849,-0.4034937464717222
Norway,0.9853499670437528,3.531826888477571,-1.5374130042772634,-0.0149470004314789,-0.8424624406798646,0.4393172880856186,1.3455147466530084,0.0667884463572215
Oman,0.8722212345743248,-0.0730635954193167,1.9450533533654688,0.2083584011014999,-0.502513070440461,-0.5800522036720273,0.5182649767805205,0.806880928428266
Pakistan,0.3656007484755279,-3.114545507861512,-1.1639826185790942,0.757850712819995,-1.113846550015593,-1.0520312154222813,-0.6596570580616501,1.0318525273120354
Panama,0.6859383042163536,-0.2078813100017673,-0.0769914910088477,-0.8523714221020154,1.104081153426156,-0.7190897714447986,-0.5317386096227523,0.2832533803516088
Papua New Guinea,0.48828201343057515,2.373767293382881,-0.8219968484743835,3.297225680706513,4.786232567318053,-0.535372637804892,-2.7494334033161,-0.6018062483774775
